id,AoA_Bird_Lem,AoA_Bristol_Lem,AoA_Cort_Lem,AoA_Kup,AoA_Kup_Lem,DISC_RefExprDefArtPerSen,DISC_RefExprDefArtPerWord,DISC_RefExprPerProPerWord,DISC_RefExprPerPronounsPerSen,DISC_RefExprPossProPerSen,DISC_RefExprPossProPerWord,DISC_RefExprPronounsPerNoun,DISC_RefExprPronounsPerSen,DISC_RefExprPronounsPerWord,DISC_RefExprProperNounsPerNoun,DISC_globalArgumentOverlapCount,DISC_globalContentWordOverlapCount,DISC_globalNounOverlapCount,DISC_globalStemOverlapCount,DISC_localArgumentOverlapCount,DISC_localContentWordOverlapCount,DISC_localNounOverlapCount,DISC_localStemOverlapCount,MRCAoA,MRCColMeaningfulness,MRCConcreteness,MRCFamiliarity,MRCImageability,MRCPavioMeaningfulness,POS_adjVar,POS_advVar,POS_correctedVV1,POS_modVar,POS_nounVar,POS_numAdjectives,POS_numAdverbs,POS_numConjunct,POS_numDeterminers,POS_numFunctionWords,POS_numLexicals,POS_numModals,POS_numNouns,POS_numPerPronouns,POS_numPrepositions,POS_numPronouns,POS_numProperNouns,POS_numVerbs,POS_numVerbsVB,POS_numVerbsVBD,POS_numVerbsVBG,POS_numVerbsVBN,POS_numVerbsVBP,POS_numVerbsVBZ,POS_numWhPronouns,POS_squaredVerbVar1,POS_verbVar1,POS_verbVar2,SYN_CNPerClause,SYN_CNPerTunit,SYN_ComplexTunitRatio,SYN_CoordPerClause,SYN_CoordPerTunit,SYN_DependentClauseRatio,SYN_DependentClausesPerTunit,SYN_MLC,SYN_MLT,SYN_TunitComplexityRatio,SYN_VPPerTunit,SYN_avgParseTreeHeightPerSen,SYN_avgSentenceLength,SYN_numClausesPerSen,SYN_numConjPPerSen,SYN_numNPSize,SYN_numNPsPerSen,SYN_numPPSize,SYN_numPPsPerSen,SYN_numRRCsPerSen,SYN_numSBARsPerSen,SYN_numSentences,SYN_numSubtreesPerSen,SYN_numTunitsPerSen,SYN_numVPSize,SYN_numVPsPerSen,SYN_numWHPsPerSen,TRAD_ARI,TRAD_Coleman,TRAD_FOG,TRAD_FORCAST,TRAD_Flesch,TRAD_Kincaid,TRAD_LIX,TRAD_SMOG,TRAD_numChars,TRAD_numSyll,WN_numHypernyms,WN_numHyponyms,WN_numSenses,Word_BilogTTR,Word_CTTR,Word_MTLD,Word_RTTR,Word_TTR,Word_UberIndex,Word_numWords,numConnectives,numDiscConnectives,numNonDiscConnectives,numCompConnectives,numExpConnectives,numContConnectives,numTempConnectives,PRONOUNS_NOUNS_RATIO_INDEX,AVG_PRONOUNS_PER_SENT_INDEX,AVG_PRONOUNS_PER_WORD_INDEX,AVG_PERSONAL_PRONOUNS_PER_SENT_INDEX,AVG_PERSONAL_PRONOUNS_PER_WORD_INDEX,AVG_POSSESIVE_PRONOUNS_PER_SENT_INDEX,AVG_PESSESIVE_PRONOUNS_PER_WORD_INDEX,AVG_DEFINITE_ARTICLES_PER_SENT_INDEX,AVG_DEFINITE_ARTICLES_PER_WORD_INDEX,PROPER_NAMES_WORD_RATIO_INDEX,WORD_OVERLAP,LEMMA_OVERLAP,NOUN_AND_PRONOUN_OVERLAP_BY_LEMMA,NOUN_AND_PRONOUN_OVERLAP_BY_ORTH,S_2_S,S_2_O,S_2_N,O_2_S,O_2_O,O_2_N,N_2_S,N_2_O,PROPORTION_INDEF_NP_REFCHAIN,PROPORTION_DEF_NP_REFCHAIN,PROPORTION_PERSONAL_PRONOUNS_REFCHAIN,PROPORTION_DEMONSTRATIVE_DETERMINERS_REFCHAIN,PROPORTION_REFLEXIVE_PRONOUNS_REFCHAIN,PROPORTION_PROPER_NOUNS_REFCHAIN,AVG_LEN_REFCHAIN
Ele-Txt-WNL Extinction-ele,3.8,1.49,2.62,4.06,5.39,1.06,0.05,0.03,0.68,0.37,0.02,0.19,1.06,0.05,0.12,5.62,11.93,2.17,5.86,0.44,0.62,0.13,0.44,0.29,2.25,1.97,4.35,2.24,0.14,0.12,0.1,7.35,0.23,0.5,0.08,0.07,0.05,0.1,0.42,0.64,0.01,0.32,0.04,0.11,0.06,0.04,0.16,0.03,0.01,0.02,0,0.05,0.02,0,108.17,1.44,0.23,2.84,1.98,0.35,0.35,0.24,0.41,0.28,11.37,7.94,0.69,1.32,10.86,20,1.75,0,2,4.72,2.03,1.79,0,0.68,29,57.72,2.51,2.18,3.34,0.24,9.65,10.3,11.82,18.21,74.57,7.24,39.13,11.41,4.72,1.35,0,0.05,5.3,0.87,7.48,7.58,10.58,0.43,49.26,580,1.37,0.31,1.06,0.2,0.06,0.03,0,0.124223602,0.689655172,0.034423408,0.689655172,0.034423408,0,0,1.068965517,0.053356282,0.060240964,0.13080895,0.165232358,0.024096386,0.010327022,0.057692308,0,0.942307692,0,0,1,0.688311688,0.311688312,0.076923077,0.307692308,0.384615385,0,0,0.051282051,3.545454545
Ele-Txt-WNL Extreme heat-ele,3.81,0.88,2.96,3.78,5,0.97,0.06,0.07,1.05,0.5,0.03,0.39,1.55,0.1,0.26,5.86,13.02,1.81,5.94,0.5,0.94,0.1,0.52,0.22,2.61,2.28,4.6,2.56,0.14,0.15,0.09,9.68,0.24,0.43,0.09,0.05,0.04,0.09,0.41,0.64,0,0.28,0.07,0.08,0.11,0.07,0.2,0.02,0.09,0.01,0.01,0.03,0,0,187.68,1.75,0.3,1.16,0.97,0.34,0.12,0.1,0.33,0.28,8.17,6.88,0.84,1.28,9.52,17.21,2.1,0,1.86,4.63,2.06,1.23,0,0.78,38,50.31,2.5,2.15,3.21,0.21,6.79,8.31,9.58,18.59,84.22,5.13,32.44,9.81,4.44,1.27,0,0,7.25,0.87,7.99,6.45,11.3,0.44,51.46,654,1.1,0.6,0.5,0.1,0.21,0.13,0.15,0.264900662,1.052631579,0.061068702,1.052631579,0.061068702,0,0,0.973684211,0.05648855,0.114503817,0.163358779,0.189312977,0.033587786,0.024427481,0.136363636,0,0.863636364,0,0.043478261,0.956521739,0.761904762,0.238095238,0.1375,0.2875,0.4375,0,0,0.125,4.210526316
Ele-Txt-WNL FIFA-ele,3.49,1.83,2.75,4.54,5.88,1.57,0.07,0.02,0.42,0.32,0.01,0.1,0.75,0.03,0.47,5.39,19.75,4,5.57,0.5,1.42,0.32,0.5,0.35,2.15,1.99,4.29,2.26,0.2,0.11,0.06,8.94,0.17,0.58,0.07,0.04,0.04,0.1,0.36,0.67,0,0.39,0.02,0.12,0.04,0.18,0.16,0.01,0.06,0,0.03,0.01,0.02,0,160.09,1.95,0.23,2.87,2.04,0.37,0.44,0.31,0.48,0.34,13.14,9.36,0.71,1.46,10.64,22.07,1.67,0,2.11,5.67,2.01,2.14,0,0.71,28,62.78,2.35,2.36,3.46,0.35,11.87,12.11,15.49,17.11,60.56,9.64,47.9,14.19,5,1.49,0,0.01,5.81,0.87,7.67,6.94,10.86,0.43,49.87,618,1.64,0.6,1.03,0.07,0.1,0.17,0.25,0.057692308,0.428571429,0.019386107,0.428571429,0.019386107,0,0,1.571428571,0.071082391,0.222940226,0.151857835,0.200323102,0.022617124,0.019386107,0.041666667,0.020833333,0.9375,0,0.05,0.95,0.746268657,0.253731343,0.242857143,0.685714286,0.142857143,0,0,0.428571429,3.5
Ele-Txt-WNL Fifth of young adults-ele,4.15,1.07,3.03,4.06,5.04,0.77,0.03,0.05,1.16,0.41,0.02,0.32,1.58,0.07,0.1,7.22,24.51,5.09,8.09,0.51,1.45,0.29,0.54,0.34,2.63,2.34,4.82,2.62,0.4,0.15,0.07,10.23,0.23,0.41,0.09,0.04,0.04,0.09,0.43,0.61,0.02,0.25,0.06,0.12,0.09,0.02,0.21,0.07,0.03,0.02,0,0.05,0.02,0.01,209.61,1.83,0.31,1.71,1.29,0.31,0.14,0.11,0.37,0.28,9.4,7.1,0.75,1.63,12.51,22.45,2.38,0,1.72,5.58,2.03,1.87,0,1.03,31,67,3.16,2.25,5.16,0.41,8.14,7.21,10.81,18.93,83.93,6.49,32.86,9.93,4.16,1.21,0,0,6.4,0.85,6.99,8.07,9.89,0.37,43.67,696,1.77,0.74,1.03,0.22,0.25,0.09,0.16,0.235294118,1.161290323,0.051649928,1.161290323,0.051649928,0,0,0.774193548,0.034433286,0.077474892,0.156384505,0.197991392,0.041606887,0.022955524,0.044117647,0,0.955882353,0,0.03125,0.96875,0.673267327,0.326732673,0.15625,0.171875,0.5,0,0,0.046875,4.571428571
Ele-Txt-WNL First female coach-ele,4.02,1.2,2.83,4.26,5.18,0.91,0.06,0.06,0.95,0.3,0.02,0.3,1.26,0.08,0.26,7.13,18.3,3.21,7.28,0.41,1.02,0.15,0.43,0.32,2.7,2.42,4.86,2.69,0.16,0.14,0.07,9.71,0.21,0.47,0.08,0.04,0.02,0.12,0.42,0.61,0.01,0.29,0.06,0.12,0.09,0.07,0.19,0.04,0.05,0.01,0.01,0.03,0.02,0,188.92,1.64,0.28,1.91,1.11,0.18,0.15,0.09,0.28,0.16,11.4,6.66,0.58,1.27,9.21,17.1,1.5,0,1.88,4.36,2.01,1.36,0,0.56,46,49.45,2.56,2.2,3.26,0.23,6.33,7.57,10.25,18.39,85.66,5.01,32.64,10.35,4.31,1.25,0,0,7.01,0.85,7.71,6.95,10.9,0.38,47.07,787,0.95,0.43,0.52,0.13,0.06,0.13,0.1,0.232804233,0.956521739,0.055837563,0.934782609,0.054568528,0,0,0.913043478,0.053299492,0.106598985,0.159898477,0.209390863,0.031725888,0.017766497,0.083333333,0,0.916666667,0,0,1,0.660377358,0.339622642,0.13,0.36,0.41,0.02,0.01,0.18,4.166666667
Ele-Txt-WNL First high resolution images-ele,3.46,1.68,2.74,4.37,5.53,1.64,0.1,0.02,0.45,0.16,0,0.11,0.61,0.03,0.3,5.35,18.22,3.38,5.35,0.41,1.41,0.32,0.41,0.3,2.03,1.95,4.1,2.14,0.19,0.15,0.07,7.17,0.23,0.52,0.09,0.05,0.03,0.13,0.4,0.64,0.01,0.34,0.02,0.12,0.04,0.1,0.15,0.04,0.04,0,0.01,0.02,0.03,0,103.04,1.58,0.21,1.87,1.29,0.25,0.18,0.12,0.35,0.24,10.46,7.24,0.69,1.17,10.25,18.22,1.74,0,2.07,4.51,1.97,1.51,0,0.61,31,51.93,2.51,2.32,2.96,0.12,7.92,9.02,10.66,18.39,85.68,5.27,33.74,10.59,4.53,1.24,0,0.01,7.3,0.87,7.58,7.39,10.72,0.45,50.47,565,1.03,0.35,0.67,0.06,0.19,0.03,0.06,0.086956522,0.451612903,0.024734982,0.451612903,0.024734982,0,0,1.64516129,0.090106007,0.134275618,0.166077739,0.236749117,0.033568905,0.024734982,0.06122449,0.040816327,0.897959184,0,0,1,0.724637681,0.275362319,0.215384615,0.6,0.184615385,0,0,0.276923077,3.823529412
Ele-Txt-WNL Five jobs-ele,3.95,1.16,2.87,4.1,5.12,0.87,0.06,0.04,0.67,0.08,0,0.17,0.75,0.05,0.15,5.67,22.77,3.69,5.98,0.38,1.2,0.25,0.4,0.3,2.38,2.26,4.47,2.47,0.31,0.15,0.07,11.57,0.23,0.47,0.1,0.05,0.04,0.11,0.37,0.67,0.01,0.31,0.05,0.09,0.06,0.04,0.19,0.04,0,0.03,0,0.04,0.06,0,267.85,1.78,0.27,2.22,1.55,0.23,0.21,0.15,0.33,0.23,10.35,7.25,0.7,1.4,9.59,16.37,1.58,0,1.77,4.2,1.98,1.25,0,0.62,62,48.3,2.25,2.17,3.16,0.24,7.11,8.26,10.8,18.26,83,5.52,32.89,10.76,4.41,1.27,0,0,6.78,0.85,8.18,7.36,11.58,0.36,47.36,1015,1,0.35,0.64,0.08,0.17,0.03,0.06,0.160305344,0.677419355,0.041338583,0.677419355,0.041338583,0,0,0.870967742,0.053149606,0.065944882,0.153543307,0.204724409,0.042322835,0.027559055,0.058139535,0.011627907,0.930232558,0,0,1,0.661417323,0.338582677,0.164835165,0.43956044,0.406593407,0,0,0.164835165,4.789473684
Ele-Txt-WNL Four new elements-ele,3.89,0.97,2.48,4.37,5.84,1.64,0.09,0.02,0.48,0.03,0,0.09,0.51,0.02,0.32,8.64,22.51,5.03,8.74,0.74,1.7,0.45,0.74,0.18,2.19,1.94,4.22,2.1,0.23,0.14,0.04,6.66,0.18,0.55,0.08,0.02,0.04,0.14,0.39,0.62,0.02,0.35,0.03,0.11,0.03,0.11,0.16,0.04,0.04,0,0.02,0.01,0.02,0,88.89,1.34,0.21,2.98,2.15,0.27,0.25,0.18,0.38,0.27,11.32,8.19,0.72,1.38,10.29,20.09,1.77,0,2,5.29,2,1.83,0,0.67,31,57.38,2.45,2.26,3.38,0.38,10.39,11.69,13.7,17.37,70.71,7.56,44.08,12.91,4.97,1.4,0,0,5.97,0.85,7.02,6.99,9.93,0.39,44.94,623,1.58,0.48,1.09,0.06,0.16,0.09,0.16,0.086705202,0.483870968,0.024038462,0.483870968,0.024038462,0,0,1.64516129,0.081730769,0.149038462,0.197115385,0.262820513,0.051282051,0.03525641,0.0625,0,0.9375,0.035714286,0.035714286,0.928571429,0.649350649,0.350649351,0.211538462,0.538461538,0.211538462,0,0,0.173076923,3.466666667
Ele-Txt-WNL Glastonbury-ele,3.44,1.07,2.49,4.22,5.34,1,0.06,0.03,0.52,0,0,0.09,0.52,0.03,0.15,5.66,13.47,4.8,5.85,0.52,1.71,0.52,0.52,0.26,2.12,1.97,3.93,2.19,0.34,0.11,0.07,5.36,0.19,0.53,0.08,0.05,0.02,0.08,0.36,0.69,0.03,0.36,0.03,0.12,0.03,0.05,0.18,0.07,0.01,0.01,0.02,0.04,0.01,0,57.6,1.2,0.22,2.08,1.2,0.15,0.2,0.11,0.23,0.13,11,6.33,0.57,1.33,10.47,17.8,1.61,0,1.91,4.52,2,1.66,0,0.38,21,51.61,2.8,2.21,3.76,0.09,10.63,12.39,12.47,17.72,64.45,8.24,44.86,12.03,5.11,1.49,0,0.08,6.29,0.87,6.54,7.7,9.25,0.47,47.62,374,0.71,0.28,0.42,0.04,0.19,0,0.04,0.096491228,0.523809524,0.029333333,0.523809524,0.029333333,0,0,1,0.056,0.109333333,0.186666667,0.213333333,0.050666667,0.045333333,0.029411765,0.029411765,0.941176471,0,0.066666667,0.933333333,0.708333333,0.291666667,0.151515152,0.424242424,0.333333333,0,0,0.151515152,2.75
Ele-Txt-WNL Goodbye fish and chips-ele,3.46,1.18,2.96,3.97,5.09,0.83,0.04,0.03,0.7,0.2,0.01,0.15,0.9,0.04,0.11,5.66,19.86,4.56,6,0.46,1.56,0.3,0.5,0.23,2.42,2.23,4.47,2.5,0.19,0.14,0.08,8.76,0.23,0.51,0.09,0.05,0.03,0.08,0.4,0.64,0,0.33,0.03,0.15,0.05,0.03,0.16,0.01,0.02,0.01,0.03,0.04,0.03,0,153.72,1.8,0.24,3,2.81,0.35,0.19,0.18,0.37,0.35,10.78,10.12,0.93,1.41,11.63,21.93,2.03,0,1.74,6.13,2.02,2.93,0,0.86,30,64.23,2.16,2.55,3.06,0.3,8.38,8.54,10.53,18.75,79.05,6.7,33.37,10.12,4.42,1.29,0,0.05,5.11,0.85,7.08,7.81,10.01,0.39,44.79,658,1.23,0.53,0.7,0.13,0.26,0.03,0.1,0.117977528,0.7,0.031866464,0.7,0.031866464,0,0,0.833333333,0.037936267,0.135053111,0.174506829,0.220030349,0.037936267,0.028831563,0.081632653,0,0.918367347,0,0.1,0.9,0.68,0.32,0.111111111,0.388888889,0.333333333,0,0,0.203703704,3.6
Ele-Txt-WNL Google boss-ele,3.87,1.06,2.67,4.19,5.65,0.66,0.03,0.07,1.3,0.24,0.01,0.32,1.54,0.08,0.13,7.39,15.81,2.75,7.45,0.54,0.84,0.12,0.54,0.23,2.28,1.94,4.3,2.23,0.15,0.12,0.09,8.57,0.21,0.44,0.07,0.05,0.03,0.06,0.42,0.63,0.03,0.28,0.07,0.13,0.09,0.03,0.21,0.07,0.03,0.01,0.02,0.04,0.02,0,147.05,1.47,0.28,1.65,1.26,0.32,0.2,0.15,0.41,0.31,9.37,7.13,0.76,1.71,11.57,19.87,2.12,0,1.68,5.36,2.07,1.69,0,0.87,33,58.87,2.78,2.18,4.78,0.18,9.63,10.16,12.23,18.09,76.98,6.96,40.76,11.74,4.69,1.32,0,0.04,5.75,0.86,7.73,8.91,10.93,0.42,49.41,656,1.36,0.69,0.66,0.12,0.15,0.36,0.06,0.270440252,1.303030303,0.065449011,1.303030303,0.065449011,0,0,0.666666667,0.03348554,0.082191781,0.144596651,0.191780822,0.03500761,0.01978691,0.114754098,0.016393443,0.868852459,0.025,0.025,0.95,0.591836735,0.408163265,0.096774194,0.225806452,0.564516129,0,0,0.129032258,5.166666667
Ele-Txt-WNL Google car-ele,3.67,1.34,2.76,3.98,5.15,1.26,0.07,0.05,0.9,0.06,0,0.18,0.96,0.05,0.2,6.3,19.93,3.43,6.36,0.53,1.9,0.33,0.53,0.27,2.3,2.17,4.54,2.35,0.34,0.1,0.08,8.1,0.19,0.49,0.06,0.05,0.03,0.11,0.43,0.62,0.02,0.3,0.05,0.14,0.06,0.06,0.19,0.05,0.02,0.02,0.01,0.03,0.03,0,131.25,1.49,0.28,1.96,1.5,0.37,0.16,0.12,0.45,0.35,9.75,7.43,0.76,1.46,11.6,19.83,2.03,0,1.83,4.96,2.03,1.73,0,0.93,30,57.93,2.66,2.29,3.9,0.3,8.44,8.84,10.89,18.54,80.8,6.35,35.97,10.57,4.47,1.27,0,0.05,6.38,0.86,7.3,7.59,10.33,0.42,47.5,595,1.23,0.56,0.66,0.16,0.13,0.13,0.13,0.174193548,0.9,0.045302013,0.9,0.045302013,0,0,1.266666667,0.063758389,0.082214765,0.169463087,0.239932886,0.040268456,0.021812081,0.037037037,0.018518519,0.944444444,0.035714286,0,0.964285714,0.658823529,0.341176471,0.155172414,0.448275862,0.396551724,0,0,0.155172414,3.866666667
Ele-Txt-WNL How downtown Abbey-ele,3.75,1.51,2.53,4.24,5.35,0.91,0.06,0.03,0.54,0.13,0,0.12,0.67,0.04,0.37,4.83,12.02,3.43,4.94,0.35,0.75,0.27,0.35,0.31,2.05,1.93,4.3,2.19,0.31,0.09,0.06,7.6,0.16,0.58,0.06,0.04,0.03,0.11,0.4,0.64,0,0.37,0.03,0.14,0.05,0.13,0.15,0.01,0.03,0,0.02,0.03,0.04,0,115.57,1.46,0.23,2.52,1.54,0.18,0.2,0.12,0.29,0.17,11.45,7,0.61,1.02,9.35,17.02,1.48,0,1.91,4.45,2.01,2.05,0,0.43,37,49.21,2.43,2.2,2.48,0.1,7.77,9.63,9.43,18.61,77.07,6.07,38.08,9.7,4.67,1.36,0,0.12,5.87,0.87,7.97,7.06,11.27,0.44,51.91,630,0.83,0.35,0.48,0.05,0.16,0,0.13,0.103092784,0.540540541,0.031695721,0.540540541,0.031695721,0,0,0.918918919,0.053882726,0.161648177,0.166402536,0.193343899,0.028526149,0.026941363,0.037037037,0,0.962962963,0.047619048,0,0.952380952,0.706666667,0.293333333,0.367346939,0.428571429,0.346938776,0,0,0.285714286,2.722222222
Ele-Txt-WNL I confused my numbers-ele,3.78,1.16,2.61,4.12,5.07,0.78,0.03,0.06,1.35,0.46,0.02,0.33,1.82,0.09,0.09,7.46,11.67,2.32,7.57,0.64,1.14,0.35,0.64,0.25,2.44,2.2,4.55,2.44,0.12,0.13,0.1,7.52,0.23,0.48,0.07,0.06,0.04,0.1,0.46,0.59,0,0.29,0.07,0.14,0.1,0.02,0.16,0.03,0.05,0.01,0.01,0.02,0.01,0,113.12,1.39,0.25,2.19,1.25,0.2,0.17,0.1,0.29,0.16,12.37,7.08,0.57,1.11,10.39,22.53,1.82,0,1.79,6.07,2.08,2.57,0,0.64,28,65.17,3.17,2.52,3.53,0.32,8.92,8.25,12.67,18.21,74.97,7.71,42.16,11.89,4.34,1.32,0,0,6.37,0.87,8.05,8.39,11.38,0.45,52.53,631,1.78,0.89,0.89,0.35,0.28,0.17,0.07,0.248366013,1.357142857,0.060126582,1.357142857,0.060126582,0,0,0.785714286,0.034810127,0.075949367,0.162974684,0.193037975,0.037974684,0.025316456,0.090909091,0.022727273,0.886363636,0,0.076923077,0.923076923,0.632352941,0.367647059,0.096153846,0.076923077,0.596153846,0,0,0,7.428571429
Ele-Txt-WNL Icebucket challenge-ele,3.98,1.4,2.52,4.38,5.14,1.17,0.07,0.04,0.77,0.17,0.01,0.18,0.94,0.05,0.33,7.28,13.48,4.77,7.4,0.57,1.02,0.4,0.6,0.45,2.39,2.38,4.8,2.62,0.43,0.11,0.05,8.15,0.16,0.54,0.07,0.03,0.04,0.13,0.41,0.62,0,0.33,0.05,0.11,0.07,0.11,0.18,0.04,0.03,0,0.01,0.04,0.03,0,133.06,1.43,0.28,2.44,1.47,0.22,0.3,0.18,0.34,0.2,12.28,7.43,0.6,1.41,10,18.25,1.48,0.02,2,4.54,2.01,1.65,0,0.54,35,52.28,2.45,2.27,3.48,0.31,7.89,8.89,11.27,18.19,78.44,6.32,36.31,11.09,4.51,1.32,0,0.03,6.19,0.86,7.69,7.45,10.87,0.43,49.49,639,1.37,0.45,0.91,0.17,0.08,0.11,0.08,0.151685393,0.771428571,0.0421875,0.771428571,0.0421875,0,0,1.171428571,0.0640625,0.1328125,0.1890625,0.21875,0.0421875,0.0359375,0.1,0.02,0.88,0.028571429,0.028571429,0.942857143,0.588235294,0.411764706,0.131147541,0.459016393,0.37704918,0.016393443,0,0.131147541,3.8125
Ele-Txt-WNL Icelandic names-ele,4.06,0.95,2.78,4.07,5.23,1.2,0.06,0.02,0.45,0.25,0.01,0.12,0.7,0.03,0.43,4.62,28.08,3.5,4.87,0.45,3,0.41,0.5,0.25,2.22,1.97,4.37,2.24,0.23,0.1,0.08,7.96,0.19,0.48,0.07,0.06,0.04,0.11,0.39,0.66,0.02,0.32,0.02,0.1,0.04,0.14,0.21,0.05,0.02,0.01,0.04,0.03,0.03,0,126.86,1.54,0.28,2.26,1.67,0.34,0.26,0.19,0.44,0.32,11.53,8.5,0.73,1.73,11.37,21.62,1.87,0,1.99,5.04,2,1.7,0,0.79,24,62.04,2.54,2.24,4.41,0.33,9.82,9.93,12.47,18.13,77.44,7.11,41.63,11.85,4.64,1.3,0,0,6.04,0.87,7.32,6.99,10.35,0.45,49.59,519,1.45,0.62,0.83,0.16,0.25,0.16,0.04,0.078571429,0.458333333,0.021153846,0.458333333,0.021153846,0,0,1.208333333,0.055769231,0.15,0.192307692,0.278846154,0.036538462,0.026923077,0.12195122,0,0.87804878,0.045454545,0.045454545,0.909090909,0.650793651,0.349206349,0.229166667,0.520833333,0.208333333,0,0,0.333333333,3.692307692
Ele-Txt-WNL In flight-ele,3.78,0.95,3.19,4.11,4.95,1.1,0.07,0.03,0.63,0.13,0,0.17,0.76,0.04,0.07,5.43,23.28,3.52,5.69,0.52,1.89,0.36,0.56,0.19,2.67,2.41,4.83,2.69,0.43,0.14,0.08,9.06,0.22,0.48,0.08,0.05,0.03,0.12,0.43,0.61,0.01,0.29,0.04,0.14,0.05,0.02,0.17,0.03,0,0.01,0.01,0.03,0.06,0,164.28,1.52,0.25,1.44,1.13,0.33,0.09,0.07,0.39,0.31,9.01,7.08,0.78,1.25,9.91,17.23,1.91,0,1.81,4.41,2.02,1.73,0,0.82,46,50.5,2.43,2.28,3.06,0.21,5.97,6.85,8.32,19.19,95.36,3.79,27.97,8.32,4.17,1.13,0,0.04,7.66,0.86,7.95,7,11.25,0.39,48.6,793,1.13,0.63,0.5,0.28,0.06,0.13,0.15,0.141463415,0.630434783,0.036523929,0.630434783,0.036523929,0,0,1.108695652,0.064231738,0.050377834,0.161209068,0.232997481,0.056675063,0.035264484,0.038961039,0.025974026,0.935064935,0.037037037,0.074074074,0.888888889,0.735849057,0.264150943,0.1875,0.390625,0.3125,0,0,0.078125,3.2
Ele-Txt-WNL India's rich-ele,3.85,1.35,2.77,3.99,5.26,0.95,0.05,0.01,0.22,0.17,0.01,0.07,0.4,0.02,0.23,5.6,22.47,4.84,5.65,0.42,1.67,0.4,0.42,0.34,2.2,2.08,4.34,2.34,0.19,0.17,0.07,9.48,0.24,0.49,0.12,0.04,0.04,0.09,0.36,0.68,0.01,0.33,0.01,0.12,0.03,0.08,0.17,0.03,0.02,0.01,0.01,0.04,0.04,0,179.81,1.74,0.24,1.81,1.32,0.18,0.17,0.12,0.23,0.17,10.03,7.33,0.73,1.19,9.8,19.07,1.9,0,1.89,4.27,2.07,1.72,0,0.5,40,54.67,2.6,2.2,3.1,0.25,8.92,10.05,12.41,17.8,70.51,7.49,34.69,11.97,4.7,1.41,0,0.01,5.61,0.86,8.16,7.98,11.54,0.41,50.51,763,0.92,0.4,0.52,0.15,0.2,0.02,0.02,0.042857143,0.225,0.011780105,0.225,0.011780105,0,0,0.95,0.04973822,0.132198953,0.17539267,0.219895288,0.027486911,0.023560209,0.04109589,0.02739726,0.931506849,0,0.033333333,0.966666667,0.711538462,0.288461538,0.24,0.6,0.12,0,0,0.42,2.941176471
Ele-Txt-WNL Inky the octopus-ele,3.72,0.95,2.72,4.38,5.24,1.09,0.06,0.05,0.9,0.21,0.01,0.24,1.12,0.06,0.32,8.18,20.43,4.43,8.37,0.65,1.62,0.28,0.65,0.22,2.26,2.16,4.62,2.44,0.27,0.1,0.1,8.29,0.2,0.48,0.06,0.06,0.04,0.12,0.45,0.61,0.01,0.29,0.05,0.12,0.07,0.09,0.18,0.03,0.07,0,0.01,0.02,0.02,0,137.61,1.58,0.28,1.36,1.05,0.4,0.18,0.13,0.4,0.31,9.68,7.48,0.77,1.43,9.84,18.46,1.9,0,1.76,4.62,2,1.75,0.03,0.84,32,54.09,2.46,2.26,3.53,0.28,7.29,8,11.66,18.08,79.31,6.27,37.73,11.39,4.35,1.31,0,0,6.09,0.86,7.12,7.89,10.07,0.41,46.25,591,1.37,0.71,0.65,0.15,0.18,0.18,0.18,0.195945946,0.90625,0.048986486,0.90625,0.048986486,0,0,1.09375,0.059121622,0.08277027,0.173986486,0.248310811,0.04222973,0.025337838,0.087719298,0,0.912280702,0.047619048,0,0.952380952,0.7125,0.2875,0.150684932,0.369863014,0.356164384,0,0,0.164383562,4.5625
Ele-Txt-WNL Inventions-ele,3.76,0.96,2.71,4.22,5.33,1.36,0.07,0.04,0.77,0.45,0.02,0.19,1.22,0.06,0.28,4.36,8.22,1.5,4.45,0.77,1.04,0.36,0.77,0.25,2.38,2.15,4.48,2.41,0.26,0.11,0.05,6.54,0.16,0.57,0.07,0.03,0.03,0.11,0.39,0.63,0,0.36,0.04,0.13,0.07,0.1,0.16,0.02,0.07,0.01,0.01,0.02,0.01,0,85.71,1.42,0.25,3.42,2.21,0.17,0.3,0.19,0.33,0.21,13.84,8.96,0.64,1.39,9.9,20.77,1.5,0,1.91,5.81,2.06,2.09,0,0.5,22,59.04,2.31,2.33,3.22,0.22,8.74,9.08,12.33,18.04,78.68,6.71,39.5,11.82,4.51,1.3,0,0,7.41,0.89,7.77,6.85,10.99,0.51,56.4,457,1.27,0.27,1,0.09,0,0.13,0.04,0.124087591,0.772727273,0.037117904,0.772727273,0.037117904,0,0,1.363636364,0.065502183,0.128820961,0.14628821,0.207423581,0.048034934,0.026200873,0.028571429,0.028571429,0.942857143,0.157894737,0.052631579,0.789473684,0.666666667,0.333333333,0.23255814,0.23255814,0.372093023,0,0,0.11627907,4.777777778
